,NAME,CLASS,Speed,TIME (min)
1385,W 8TH ST,A40,15,0.21402689534722022
1386,BAXTER ST,A40,15,0.41266139351656084
1387,OLD COLONY AVE,A40,15,0.06873818396126656
1388,OLD COLONY AVE,A40,15,0.1511691847093386
1389,LARK ST,A40,15,0.12640326559406576
1390,OLD COLONY AVE,A40,15,0.08539172185500203
1391,OLD COLONY AVE,A40,15,0.1264030294436765
1392,OLD COLONY AVE,A40,15,0.10310643586455602
1393,EWER ST,A40,15,0.1505188424097014
1394,EARL ST,A40,15,0.17184396315063288
1395,COTTAGE ST,A40,15,0.24058235938534434
1396,E ST,A40,15,0.21897497055715176
1397,W 9TH ST,A40,15,0.08253379861951166
1398,OLD COLONY AVE,A40,15,0.058929489664661536
1399,FREDERICK ST,A40,15,0.06873795219805044
1400,GUSTIN ST,A40,15,0.2965370601684276
1401,MITCHELL ST,A40,15,0.3638862008991948
1402,FREDERICK ST,A40,15,0.1807594549257779
1403,W 9TH ST,A40,15,0.09865954820358662
1404,W 9TH ST,A40,15,0.10310643586455602
1405,E ST,A40,15,0.18075783572944332
1406,W 9TH ST,A40,15,0.17534619749922475
1407,W 8TH ST,A40,15,0.19476209190083535
1408,HUNTINGTON AVE,A40,15,0.3306034956833612
1409,LOUIS PRANG ST,A40,15,0.18326098639642474
1410,MUSEUM RD,A40,15,0.4893056336833793
1411,THE FENWAY,A31,20,0.168537690296657
1412,EVANS WAY,A40,15,0.12640057220602174
1413,RUGGLES ST,A40,15,0.44670945165289605
1414,HUNTINGTON AVE,A40,15,0.16530086262141905
1415,PARKER ST,A40,15,0.15116768323621935
1416,THE FENWAY,A31,20,0.7374019358060021
1417,HUNTINGTON AVE,A40,15,0.5497787871921703
1418,PARK DR,A31,20,0.3699422251992998
1419,JERSEY ST,A40,15,0.26888897707795545
1420,PARK DR,A31,20,0.3449858481736733
1421,JERSEY ST,A40,15,0.2618119555715031
1422,QUEENSBERRY ST,A40,15,0.49823426885488176
1423,PETERBOROUGH ST,A40,15,0.5652418257130081
1424,PARK DR,A31,20,0.10363957085430117
1425,PARK DR,A31,20,0.2078445463347977
1426,AGASSIZ RD,A41,15,0.1832489336008085
1427,RUGGLES ST,A40,15,0.09865621147627994
1428,ANNUNCIATION RD,A40,15,0.1511677622756899
1429,RUGGLES ST,A40,15,0.040858921260418304
1430,RUGGLES ST,A40,15,0.131561636375624
1431,PARKER ST,A40,15,0.4871055544599505
1432,TAVERN RD,A40,15,0.4871058269858205
1433,BILLS CT,A40,15,0.14410014162521367
1434,FIELD ST,A40,15,0.6800079936158542
1435,FIELD ST,A40,15,0.0986544893347374
1436,PARKER ST,A40,15,0.11785753755027649
1437,FORSYTH ST,A41,15,0.23571430928895803
1438,FORSYTH ST,A41,15,0.2772954859702393
1439,STATE RTE 9,A25,30,0.024663474319143733
1440,ST STEPHEN ST,A40,15,0.6297882851833382
1441,GAINSBOROUGH ST,A40,15,0.6083055230601689
1442,HUNTINGTON AVE,A25,30,0.3661623101838867
1443,STATE RTE 9,A25,30,0.3661623101838867
1444,BURBANK ST,A40,15,0.16058751136857452
1445,BURBANK ST,A40,15,0.14706102945315963
1446,SYMPHONY RD,A40,15,0.7281917864309729
1447,WESTLAND AVE,A31,20,0.6403306499407238
1448,ST STEPHEN ST,A40,15,0.24057032871037445
1449,GAINSBOROUGH ST,A40,15,0.2328182702292838
1450,ST BOTOLPH ST,A41,15,0.3798141494032186
1451,GAINSBOROUGH ST,A40,15,0.22999348723807694
1452,HUNTINGTON AVE,A25,30,0.24285365714868012
1453,STATE RTE 9,A25,30,0.24285365714868012
1454,BURBANK ST,A40,15,0.3968710591227979
1455,MASSACHUSETTS AVE,A35,20,0.21585069344640315
1456,ST STEPHEN ST,A40,15,0.23281589840748276
1457,MASSACHUSETTS AVE,A35,20,0.15750590577428325
1458,TREMONT ST,A35,20,0.11288723025602415
1459,BURKE ST,A40,15,0.27494547468423247
1460,TREMONT ST,A35,20,0.09867084905181983
1461,COLUMBUS AVE,A21,25,0.09030879211972372
1462,STATE RTE 28,A21,25,0.09030879211972372
1463,BENTON ST,A40,15,0.27494501124482806
1464,TREMONT ST,A35,20,0.10519104688789219
1465,CLOUT ST,A40,15,0.08882786475322509
1466,WARWICK ST,A40,15,0.20621003292578627
1467,HAMMOND ST,A40,15,0.09243260402794498
1468,HAMMOND ST,A40,15,0.06873663931982504
1469,HAMMOND ST,A40,15,0.02763721893349081
1470,HAMMOND ST,A40,15,0.09243251814595824
1471,DAVENPORT ST,A40,15,0.321079235722973
1472,ALBANY ST,A40,15,0.22183720889160988
1473,FELLOWS ST,A40,15,0.05499844513621513
1474,ALBANY ST,A40,15,0.07707578446155625
1475,RANDALL ST,A40,15,0.20709706411034315
1476,CHADWICK ST,A40,15,0.3285930444380342
1477,ALBANY ST,A40,15,0.17026038308636626
1478,MELNEA CASS BLVD,A35,20,0.2611241465341736
1479,ALBANY ST,A40,15,0.04592820734992668
1480,HAMPDEN ST,A40,15,0.13818609447240157
1481,HAMPDEN ST,A40,15,0.05527443786706575
1482,HAMPDEN ST,A40,15,0.05527443786706575
1483,ADAMS ST,A40,15,0.0986641760071348
1484,HAMPDEN ST,A40,15,0.11242115013225974
1485,HAMPDEN ST,A40,15,0.05527443786706575
1486,KEMBLE ST,A40,15,0.08172693833097912
1487,HAMPDEN ST,A40,15,0.16707729664278492
1488,READING ST,A40,15,0.19476566985878518
1489,NORFOLK AVE,A40,15,0.5930987628782145
1490,KEMBLE ST,A40,15,0.5289513510402923
1491,FARNHAM ST,A40,15,0.42807700937002824
1492,HAMPDEN ST,A40,15,0.11054887573480449
1493,HAMPDEN ST,A40,15,0.06962200160607002
1494,HAMPDEN ST,A40,15,0.1442354254397656
1495,FARNHAM ST,A40,15,0.16345231739049662
1496,ALTHER ST,A40,15,0.2451769168883121
1497,,A40,15,0.222405758827888
1498,READING ST,A40,15,0.1374779125392351
1499,READING ST,A40,15,0.1850263992268131
1500,ISLAND ST,A40,15,0.3120679686208592
1501,MELNEA CASS BLVD,A35,20,0.47721539587072453
1502,FELLOWS ST,A40,15,0.06873826128141448
1503,ORANGE CT,A40,15,0.2749522720353485
1504,E CAMPBELL PL,A40,15,0.1031102592522692
1505,EUSTIS ST,A40,15,0.10311008523728976
1506,PRESCOTT ST,A40,15,0.11642167704954029
1507,EUSTIS ST,A40,15,0.214043564946972
1508,PRESCOTT ST,A40,15,0.15333526077176435
1509,PARTRIDGE PL,A40,15,0.14800441609877324
1510,DUDLEY ST,A31,20,0.13259325195187546
1511,DUDLEY ST,A31,20,0.09480546167538884
1512,DUDLEY ST,A31,20,0.050431359850319574
1513,DUDLEY ST,A31,20,0.1658233133756985
1514,MAGAZINE ST,A40,15,0.211676201103569
1515,DUNMORE ST,A40,15,0.3286123684210501
1516,CLARENCE ST,A40,15,0.5137613901045696
1517,WOODWARD AVE,A40,15,0.5317297653638373
1518,EUSTIS ST,A40,15,0.3286113445180103
1519,MAGAZINE ST,A40,15,0.1653252551748782
1520,HAMPDEN ST,A40,15,0.27637218895532734
1521,EUSTIS ST,A40,15,0.24059155078491173
1522,HUBBARD TER,A40,15,0.09866740459476067
1523,HAMPDEN ST,A40,15,0.16582331327599878
1524,HAMPDEN ST,A40,15,0.0829116566368637
1525,HAMPDEN ST,A40,15,0.08539215706198156
1526,GEORGE ST,A40,15,0.36390222822794693
1527,HOWARD ST,A40,15,0.4615997219536692
1528,GEORGE ST,A40,15,0.33015806214530374
1529,DUDLEY ST,A31,20,0.07937487182142383
1530,ZEIGLER ST,A40,15,0.11508095107399322
1531,DUDLEY ST,A31,20,0.09179146449037026
1532,ZEIGLER ST,A40,15,0.09972726645264755
1533,ZEIGLER PL,A40,15,0.13876426275274284
1534,BATAAN CT,A40,15,0.525816666854616
1535,BEAN CT,A40,15,0.35548953676023076
1536,E COTTAGE ST,A41,15,0.10584444918673062
1537,FRANKLIN CT,A40,15,0.20173343274991115
1538,NORFOLK AVE,A40,15,0.10311176499690566
1539,SHIRLEY ST,A40,15,0.06874108034231004
1540,SHETLAND ST,A40,15,0.10311176499690566
1541,SHERWOOD CT,A40,15,0.09866891132467374
1542,NORFOLK AVE,A40,15,0.2290370924416931
1543,SHETLAND ST,A40,15,0.20293991996671085
1544,SHIRLEY ST,A40,15,0.19888076567255908
1545,MAGAZINE ST,A40,15,0.2994161343947001
1546,SHIRLEY ST,A40,15,0.4124437010860633
1547,NAPA ST,A40,15,0.34784893177552334
1548,MASSACHUSETTS AVE,A35,20,0.025777637286027846
1549,MASSACHUSETTS AVE,A35,20,0.1031104039520016
1550,PROCTOR ST,A40,15,0.0986665436943135
1551,MASSACHUSETTS AVE,A35,20,0.14607578573764088
1552,MASSACHUSETTS AVE,A35,20,0.37775827035901505
1553,MASSACHUSETTS AVE,A35,20,0.09480464646352973
1554,MASSACHUSETTS AVE,A35,20,0.07733317218754275
1555,NEWMARKET SQ,A40,15,0.5286727826244987
1556,GERARD ST,A40,15,0.25206934274058135
1557,GERALD ST,A40,15,0.17078407328264544
1558,ALLERTON ST,A40,15,0.184726361427525
1559,ALLERTON ST,A40,15,0.16507483389611524
1560,ISLAND ST,A40,15,0.2715531770586634
1561,GERALD ST,A40,15,0.33726323759567534
1562,ISLAND ST,A40,15,0.31141440380013957
1563,GERALD ST,A40,15,0.3101267306986088
1564,FARNHAM ST,A40,15,0.7955037680590699
1565,ALLERTON ST,A40,15,0.131571346766511
1566,ALLERTON ST,A40,15,0.15052523549616012
1567,CHESTERTON ST,A40,15,0.410776404534571
1568,BLUE HILL AVE,A31,20,0.0970206422583477
1569,BLUE HILL AVE,A31,20,0.023391114287213195
1570,WINTHROP ST,A40,15,0.31233496220986695
1571,DENNIS ST,A40,15,0.13748370523624392
1572,WINTHROP ST,A40,15,0.2631587079913552
1573,ROLLINS CT,A40,15,0.12640789646136882
1574,HUCKINS ST,A40,15,0.330165877312843
1575,DENNIS ST,A40,15,0.19888387230698942
1576,LEWIS PL,A40,15,0.11616173775326222
1577,BROOK AVE,A40,15,0.26385448554337315
1578,MILLER PARK,A40,15,0.11616316606108186
1579,DUDLEY ST,A31,20,0.10311225763564276
1580,DUDLEY ST,A31,20,0.1460784690239575
1581,DUDLEY ST,A31,20,0.02577818750164783
1582,MOUNT PLEASANT AVE,A40,15,0.5792258495616849
1583,FOREST ST,A40,15,0.11701827734219844
1584,LA GRANGE PL,A40,15,0.12260112577097339
1585,BLUE HILL AVE,A31,20,0.05155607097826632
1586,BLUE HILL AVE,A31,20,0.029820523648638835
1587,BLUE HILL AVE,A31,20,0.18633300768774821
1588,FOREST ST,A40,15,0.263151394480875
1589,FOREST PL,A40,15,0.15052810125256696
1590,MOUNT PLEASANT AVE,A40,15,0.06724181313375943
1591,FOREST ST,A40,15,0.16436652472416133
1592,VINE ST,A40,15,0.23284563434497732
1593,NEWMAN PL,A40,15,0.13748100201460395
1594,DUDLEY ST,A31,20,0.08731701033671932
1595,DUDLEY ST,A31,20,0.11289500131975092
1596,ADAMS ST,A40,15,0.206219880980853
1597,EUSTIS ST,A40,15,0.16507657069218737
1598,DUDLEY ST,A31,20,0.09811415814796687
1599,DUDLEY ST,A31,20,0.12430166548201607
1600,GEORGE ST,A40,15,0.08539238246457674
1601,JARVIS CT,A40,15,0.10583786545495961
1602,CEDRIC ST,A40,15,0.4656949169309782
1603,HOWARD ST,A40,15,0.34560233126602324
1604,GERALD ST,A40,15,0.15052655807638646
1605,GERALD ST,A40,15,0.25206943754159333
1606,MAGAZINE ST,A40,15,0.15333865402768382
1607,NORFOLK AVE,A40,15,0.4126950449474264
1608,NORFOLK AVE,A40,15,0.15052766039830243
1609,KEMBLE ST,A40,15,0.5884288063258623
1610,LANGDON ST,A40,15,0.1480034474420168
1611,SHIRLEY ST,A40,15,0.362451105045042
1612,LANGDON ST,A40,15,0.020433228554544918
1613,NORFOLK AVE,A40,15,0.29655601573560886
1614,ROSWELL ST,A40,15,0.19888158324141691
1615,SHIRLEY ST,A40,15,0.14800377035892068
1616,LANGDON ST,A40,15,0.14800296324902606
1617,NORFOLK AVE,A40,15,0.19888109278252275
1618,MAGAZINE ST,A40,15,0.14800070335463925
1619,MAGAZINE ST,A40,15,0.2638404855053949
1620,PROCTOR ST,A40,15,0.6724052485351759
1621,ALLERTON ST,A40,15,0.29763707192722066
1622,MAGAZINE ST,A40,15,0.08627634305814752
1623,MARSHFIELD ST,A40,15,0.13448762292672803
1624,BURRELL ST,A40,15,0.33065818158752497
1625,NORFOLK AVE,A40,15,0.04933507449145138
1626,NORFOLK AVE,A40,15,0.40064078293458316
1627,MARSHFIELD ST,A40,15,0.21457390368097967
1628,NORFOLK AVE,A40,15,0.05527443786706575
1629,NORFOLK AVE,A40,15,0.13748324183342
1630,TOLAND CT,A40,15,0.19202944986135215
1631,NORFOLK AVE,A40,15,0.2633340401965214
1632,BARTLETT ST,A40,15,0.11642085624977358
1633,LAMBERT AVE,A40,15,0.19887487917324564
1634,ROXBURY ST,A41,15,0.27373084671976255
1635,PUTNAM ST,A40,15,0.09243470075893909
1636,DUDLEY ST,A31,20,0.09425083549077
1637,PUTNAM ST,A40,15,0.165823313439944
1638,PUTNAM PL,A40,15,0.10310881070043204
1639,BARTLETT ST,A40,15,0.5276739706010503
1640,KENILWORTH ST,A40,15,0.24666165069108628
1641,LAMBERT AVE,A40,15,0.03436971953397466
1642,DUDLEY ST,A31,20,0.07937381364845197
1643,SUFFOLK PL,A40,15,0.04933179207243474
1644,PUTNAM PL,A40,15,0.11641967045827256
1645,DUDLEY PL,A40,15,0.11242114408670284
1646,ROXBURY ST,A41,15,0.14302077763589718
1647,ROXBURY ST,A41,15,0.10195375690957872
1648,DUDLEY ST,A31,20,0.14729760047185034
1649,KENILWORTH ST,A40,15,0.2145596232813622
1650,ARCHER TER,A40,15,0.11642140348917895
1651,DUDLEY ST,A31,20,0.05298913650550638
1652,DUDLEY ST,A31,20,0.05357372538339833
1653,ROXBURY ST,A41,15,0.1836904075421562
1654,WILLIS TER,A40,15,0.0853920169809707
1655,ROXBURY ST,A41,15,0.14799573522541282
1656,WASHINGTON ST,A31,20,0.25814053559233885
1657,DUDLEY ST,A31,20,0.13492895878996836
1658,GUILD ROW,A40,15,0.13968843827651964
1659,PERKINS PL,A40,15,0.08291165680080893
1660,ROXBURY ST,A41,15,0.08627351244180449
1661,ROXBURY ST,A41,15,0.08253719984600062
1662,SHAWMUT AVE,A40,15,0.218776801788079
1663,WHITTIER ST,A40,15,0.5355830406250466
1664,HORADAN WAY,A40,15,0.18326933004398388
1665,MC GREEVEY WAY,A40,15,0.18326724424187676
1666,MC GREEVEY WAY,A40,15,0.11641483621300357
1667,ST ALPHONSUS ST,A40,15,0.08539155853242486
1668,ST ALPHONSUS ST,A40,15,0.11785812321420076
1669,CORNELIA CT,A40,15,0.16054110621569032
1670,WARD ST,A40,15,0.14565421041773816
1671,OREGON CT,A40,15,0.18486644319612197
1672,OREGON CT,A40,15,0.18486609856738148
1673,MC GREEVEY WAY,A40,15,0.20448117912877095
1674,WARD ST,A40,15,0.1725321310434401
1675,TREMONT ST,A31,20,0.09866468077847762
1676,NEW DUDLEY ST,A41,15,0.3153245273420849
1677,TREMONT ST,A25,30,0.14300293169986134
1678,STATE RTE 28,A25,30,0.14300293169986134
1679,ELMWOOD ST,A41,15,0.31773268419726164
1680,STATION ST,A40,15,0.06868653820366792
1681,SMITH ST,A40,15,0.16531089556720263
1682,HORADAN WAY,A40,15,0.15332253543755234
1683,HUBAN CT,A40,15,0.243555774772795
1684,HORADAN WAY,A40,15,0.11614773938370779
1685,ALTON CT,A40,15,0.18486673039850218
1686,PARKER ST,A40,15,0.1848674771520141
1687,HORADAN WAY,A40,15,0.16530932190556547
1688,HUBAN CT,A40,15,0.1848668453969747
1689,PARKER ST,A40,15,0.05892937710007511
1690,PARKER ST,A40,15,0.18486701760043603
1691,MC GREEVEY WAY,A40,15,0.16530814144393682
1692,TOBIN CT,A40,15,0.1947619214670702
1693,TOBIN CT,A40,15,0.17678755633071544
1694,MC GREEVEY WAY,A40,15,0.13446683621793418
1695,WARD ST,A40,15,0.15331999010211533
1696,WARREN ST,A31,20,0.1253079635734597
1697,WASHINGTON ST,A31,20,0.10310826065826982
1698,RUGGLES ST,A40,15,0.131568446339231
1699,PALMER ST,A40,15,0.2989725405550998
1700,WASHINGTON ST,A31,20,0.11617956451813437
1701,GARY ST,A40,15,0.1776051031580997
1702,WILLIAMS ST,A40,15,0.32858984119667234
1703,HARRISON AVE,A40,15,0.14083275102467913
1704,WASHINGTON ST,A31,20,0.09280279013756572
1705,WASHINGTON ST,A31,20,0.051553840713585375
1706,EUSTIS ST,A40,15,0.19476430682828894
1707,KERR WAY,A40,15,0.14516559575246052
1708,RUGGLES ST,A40,15,0.28514189742252716
1709,KERR WAY,A40,15,0.12044966478984093
1710,SOJOURNER TRUTH CT,A40,15,0.17479582877367192
1711,DEWITT DR,A40,15,0.2738096949760192
1712,SHAWMUT AVE,A40,15,0.21368369919128827
1713,KERR PL,A40,15,0.2524482753356496
1714,SOJOURNER TRUTH CT,A40,15,0.02038100514188366
1715,DEWITT DR,A40,15,0.19578268524765693
1716,MELNEA CASS BLVD,A35,20,0.2674113161311071
1717,BROOKE MARSHALL RD,A40,15,0.033386007843865896
1718,WARWICK ST,A40,15,0.12094023539826067
1719,BROOKE MARSHALL RD,A40,15,0.307392618917878
1720,MELNEA CASS BLVD,A35,20,0.2258916757374653
1721,WINDSOR ST,A40,15,0.12876348493711728
1722,WARWICK ST,A40,15,0.18470858399595813
1723,WINDSOR ST,A40,15,0.14652230891231727
1724,WESTMINSTER ST,A40,15,0.18238578409646894
1725,GREENWICH CT,A40,15,0.08253285787204354
1726,GREENWICH ST,A40,15,0.1479860123732446
1727,WARWICK ST,A40,15,0.08253249586586939
1728,MARVIN ST,A40,15,0.23001943039835168
1729,WARREN ST,A31,20,0.14829690747600763
1730,ZEIGLER ST,A40,15,0.3114220757374012
1731,WASHINGTON ST,A31,20,0.13854438298634122
1732,SHAWMUT AVE,A40,15,0.11647329011258754
1733,SHAWMUT AVE,A40,15,0.20495815723281674
1734,MADISON PARK CT,A40,15,0.16813408193363633
1735,SHAWMUT AVE,A40,15,0.08450852471517159
1736,DEWITT DR,A01,20,0.06303671549622249
1737,DEWITT DR,A40,15,0.06753408833107186
1738,DEWITT DR,A40,15,0.09981648582957486
1739,VERNON ST,A40,15,0.23983967913333637
1740,WASHINGTON ST,A31,20,0.12398656502114597
1741,SHAWMUT AVE,A40,15,0.08105998531111462
1742,ESTABROOK RD,A40,15,0.0865212539463743
1743,RUGGLES ST,A40,15,0.09328572560484252
1744,SHAWMUT AVE,A40,15,0.057899937600487075
1745,SHAWMUT AVE,A40,15,0.07323354164241923
1746,RUGGLES ST,A40,15,0.25030907835456506
1747,WARREN ST,A31,20,0.1649393409049747
1748,DUDLEY ST,A31,20,0.12941239158521511
1749,HARRISON AVE,A40,15,0.22484235915388487
1750,WARREN ST,A31,20,0.14590234446315772
1751,ZEIGLER ST,A40,15,0.1657750520252502
1752,TABER ST,A40,15,0.23850939867822202
1753,DUDLEY ST,A31,20,0.18505408879145163
1754,DUDLEY ST,A31,20,0.015324142568411782
1755,ZEIGLER ST,A40,15,0.1376461968887705
1756,WINSLOW ST,A40,15,0.22469065913206807
1757,ZEIGLER ST,A40,15,0.09780554616797944
1758,HARRISON AVE,A40,15,0.17905514390110233
1759,HARRISON AVE,A40,15,0.11601043342457755
1760,WINTHROP ST,A40,15,0.29655655728841385
1761,GREENVILLE ST,A40,15,0.12875995034870386
1762,GREENVILLE ST,A40,15,0.34812861620878094
1763,GREENVILLE PARK,A40,15,0.040864833230241
1764,GREENVILLE ST,A40,15,0.22203984756188966
1765,MOUNT PLEASANT TER,A40,15,0.09866718940479453
1766,MOUNT PLEASANT AVE,A40,15,0.2793770618405017
1767,MOUNT PLEASANT AVE,A40,15,0.05836095703177536
1768,FAIRLAND ST,A40,15,0.2669204748167105
1769,WINTHROP ST,A40,15,0.18077456617411375
1770,WINTHROP ST,A40,15,0.5752062318523391
1771,FAIRLAND ST,A40,15,0.25327457910141776
1772,MOUNT PLEASANT AVE,A40,15,0.11642377467454089
1773,VINE ST,A40,15,0.068740732711842
1774,VINE AVE,A40,15,0.21404654143388288
1775,MOUNT PLEASANT AVE,A40,15,0.3639050021515139
1776,FOREST ST,A40,15,0.07927384772538225
1777,FOREST ST,A40,15,0.2021079333714477
1778,MOUNT PLEASANT AVE,A40,15,0.13617555713673168
1779,DUDLEY ST,A31,20,0.22456069607927884
1780,FOREST ST,A40,15,0.1588120031594284
1781,VINE ST,A40,15,0.1650791757696893
1782,FOREST ST,A40,15,0.08880571669317476
1783,ADAMS ST,A40,15,0.24761637570034167
1784,MOUNT PLEASANT PL,A40,15,0.1164218595395127
1785,MULBERRY PL,A40,15,0.10311031699353898
1786,DUDLEY ST,A31,20,0.06190398533992118
1787,DUDLEY ST,A31,20,0.09867955045216865
1788,MORELAND ST,A40,15,0.19734212716172458
1789,BLUE HILL AVE,A31,20,0.1640864689912449
1790,WINTHROP ST,A40,15,0.049335235947879176
1791,PRESBY PL,A40,15,0.13748308729955042
1792,DANFORTH PL,A40,15,0.11786035316235453
1793,ST JAMES ST,A40,15,0.04933367536397671
1794,ST JAMES ST,A40,15,0.4034458139663023
1795,REGENT PL,A40,15,0.1344824709737035
1796,REGENT ST,A40,15,0.05369768203320171
1797,HANSFORD ST,A40,15,0.06052355489031383
1798,HEWES ST,A40,15,0.10381970890475194
1799,HANSFORD ST,A40,15,0.06515186259806997
1800,REGENT ST,A40,15,0.06724127985864593
1801,ST JAMES ST,A40,15,0.06724127985864593
1802,REGENT ST,A40,15,0.1080632838669294
1803,ST JAMES TER,A40,15,0.21877915277528853
1804,WARREN ST,A31,20,0.06218374247764777
1805,WARREN ST,A31,20,0.02072791420011811
1806,WARREN ST,A31,20,0.06218374247764777
1807,MORELAND ST,A40,15,0.30535665637162135
1808,ROCKVILLE PARK,A40,15,0.18473256933884144
1809,ROCKVILLE PARK,A40,15,0.20433391058864855
1810,MORELAND ST,A40,15,0.1356672164108366
1811,WARREN ST,A31,20,0.08431599535948459
1812,WARREN ST,A31,20,0.08291165661666433
1813,WINTHROP ST,A40,15,0.25047687220852105
1814,KEARSARGE AVE,A40,15,0.28977509710391663
1815,KEARSARGE TER,A40,15,0.08627695845203752
1816,WARREN ST,A31,20,0.10363957085430117
1817,WARREN ST,A31,20,0.10476638213010848
1818,HARRISON AVE,A40,15,0.15117104170289541
1819,KEARSARGE AVE,A40,15,0.2155319916410886
1820,WARREN PL,A40,15,0.29134436449912376
1821,PEVEAR PL,A40,15,0.08291165680080893
1822,PEVEAR PL,A40,15,0.16707737604753678
1823,NATHAN ST,A40,15,0.17078432192640347
1824,DUDLEY ST,A31,20,0.06144971167146109
1825,ZEIGLER ST,A40,15,0.10312760390848844
1826,DUDLEY ST,A31,20,0.10726882327496798
1827,ZEIGLER ST,A40,15,0.16440277237924963
1828,CLUNEY CT,A40,15,0.2107833460902684
1829,EUSTIS ST,A40,15,0.15728776816474793
1830,RENFREW ST,A40,15,0.24190880366635503
1831,HARRISON AVE,A40,15,0.18137076587312423
1832,EUSTIS ST,A40,15,0.11035001229255062
1833,EUSTIS ST,A40,15,0.12923153591927627
1834,HARRISON AVE,A40,15,0.2903688362468446
1835,EUSTIS ST,A40,15,0.19124138322825093
1836,MALL ST,A40,15,0.49521367004187333
1837,MELNEA CASS BLVD,A35,20,0.10742179298948014
1838,HARRISON AVE,A40,15,0.15362747598264515
1839,DEARBORN ST,A40,15,0.12878059109220036
1840,DEARBORN ST,A40,15,0.09508169778974943
1841,EUSTIS ST,A40,15,0.2969736847957109
1842,EUSTIS ST,A40,15,0.17864489241030668
1843,DEARBORN ST,A40,15,0.09751753642699282
1844,MALL ST,A40,15,0.12343045719671589
1845,ALBANY ST,A40,15,0.10020260134620528
1846,ALBANY ST,A40,15,0.11983457255821081
1847,DEARBORN ST,A40,15,0.14475148782859873
1848,DEARBORN ST,A40,15,0.035942904969037265
1849,AMBROSE ST,A40,15,0.12316231590958736
1850,EUSTIS ST,A40,15,0.19733050438740515
1851,ORCHARD PARK ST,A40,15,0.27327569147358766
1852,AMBROSE ST,A40,15,0.19449880508788178
1853,WOODROW WILSON CT,A01,20,0.1262725803129968
1854,WEBBER ST,A40,15,0.48408625211532375
1855,ALBANY ST,A40,15,0.07352045072834623
1856,CARPENTER ST,A40,15,0.22203982368663977
1857,DEVINE WAY,A40,15,0.12259294096669832
1858,PREBLE ST,A40,15,0.10583190822720961
1859,MOHAWK ST,A40,15,0.19346053225809817
1860,,A63,20,0.05155459383542936
1861,,A63,20,0.0640440361356388
1862,PREBLE ST,A40,15,0.08627400464737556
1863,DORCHESTER ST,A35,20,0.14799561821519175
1864,DEVINE WAY,A40,15,0.10216078413860338
1865,PREBLE ST,A40,15,0.12259157670560421
1866,DEVINE WAY,A40,15,0.1430250976999573
1867,ROGERS ST,A40,15,0.194536489888851
1868,PREBLE ST,A40,15,0.12566835101173193
1869,ROGERS ST,A40,15,0.2976346459482518
1870,DORCHESTER ST,A35,20,0.12398700761388785
1871,WARD ST,A40,15,0.1374782216184324
1872,LEEDS ST,A40,15,0.2689482417440841
1873,GLOVER CT,A40,15,0.11615173922376137
1874,WOODWARD ST,A40,15,0.13747760355821645
1875,WOODWARD PL,A40,15,0.05527443786706575
1876,WOODWARD ST,A40,15,0.06723603886131826
1877,WOODWARD ST,A40,15,0.16054388411950227
1878,MIDDLE ST,A40,15,0.14589515317138166
1879,SAYWARD PL,A40,15,0.10046654538752996
1880,WOODWARD ST,A40,15,0.1374779125392351
1881,DORCHESTER ST,A35,20,0.14799448821623204
1882,MIDDLE ST,A40,15,0.28320956152280535
1883,MIDDLE ST,A40,15,0.03436931415179166
1884,PLUMMER PL,A40,15,0.1264038326327954
1885,WENDELER ST,A40,15,0.11054887573480449
1886,WENDELER ST,A40,15,0.05527443786706575
1887,PREBLE ST,A40,15,0.08627425074910781
1888,BELLFLOWER ST,A40,15,0.5565482267665661
1889,HOWELL ST,A40,15,0.3738421503326835
1890,BOSTON ST,A31,20,0.0441976580390759
1891,BOSTON ST,A31,20,0.025777752965758603
1892,WASHBURN ST,A40,15,0.5353139222102633
1893,RAWSON ST,A40,15,0.20618981130525058
1894,DORCHESTER AVE,A31,20,0.12530814235611498
1895,HOWELL ST,A40,15,0.11616073806776003
1896,DORCHESTER AVE,A31,20,0.2072791417164955
1897,I 93,A11,45,0.068606741688474
1898,STATE HWY 3,A11,45,0.068606741688474
1899,DORCHESTER AVE,A31,20,0.06218374235468885
1900,BOSTON ST,A31,20,0.1280884280467365
1901,POWER ST,A40,15,0.08253929845074277
1902,BOSTON ST,A31,20,0.08839514671496264
1903,I 93,A11,45,0.041514782133062623
1904,STATE HWY 3,A11,45,0.041514782133062623
1905,I 93,A11,45,0.07634458479045342
1906,STATE HWY 3,A11,45,0.07634458479045342
1907,BOSTON ST,A31,20,0.10807639119804445
1908,BOSTON ST,A31,20,0.08839499465055614
1909,I 93,A11,45,0.05777018754910669
1910,STATE HWY 3,A11,45,0.05777018754910669
1911,DORCHESTER AVE,A31,20,0.10363957085430117
1912,DORCHESTER AVE,A31,20,0.0621837426006067
1913,FATHER SONGIN WAY,A40,15,0.20618369572587705
1914,DORCHESTER AVE,A31,20,0.24873497003522524
1915,DORCHESTER AVE,A31,20,0.10363957085430117
1916,SOUTHAMPTON ST,A31,20,0.18849753586882906
1917,SOUTHAMPTON ST,A31,20,0.09424898177983256
1918,,A63,20,0.7495965948773392
1919,SOUTHAMPTON ST,A31,20,0.2880172995831143
1920,ENTERPRISE ST,A40,15,0.723109777156878
